@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {split_audio_coyote,split_audio_bg}

@DATA
0.107816,0.025451,3.022443,0.167689,0.152299,0.899474,0.010919,0.151153,-26.231661,-0.547836,-0.043884,-0.080703,0.305206,0.251919,0.087874,0.226283,0.010966,0.079843,0.048311,0.055754,-0.013902,0.002394,0.001869,0.008890,0.002078,0.001780,0.001749,0.081003,0.002836,0.003657,0.001235,0.002094,0.001186,0.023300,-0.001695,0.000169,-0.017052,-0.000836,-0.000055,-0.010999,0.000159,-0.002778,0.020386,-0.013429,-0.003142,-0.006311,0.010255,0.002956,-0.005517,0.014108,-0.006146,0.007208,-0.005384,0.005813,-0.011443,0.000000,0.000007,0.000026,-0.000001,0.000013,0.000039,-0.001229,0.000030,0.000024,-0.000006,-0.000010,0.000001,-0.000342,0.040489,0.020786,0.275147,0.020366,0.021337,0.367783,0.006158,0.055926,0.578032,0.492391,0.562250,0.358417,0.417052,0.359378,0.302752,0.273998,0.261973,0.329880,0.275760,0.244436,0.249918,0.004335,0.002387,0.009281,0.002719,0.001859,0.002181,0.051632,0.006026,0.006702,0.001234,0.002292,0.001743,0.013732,0.045162,0.023678,0.375760,0.022525,0.027149,0.428296,0.008025,0.058844,0.678160,0.687917,0.764181,0.398220,0.504993,0.447056,0.422646,0.344216,0.278026,0.374287,0.316568,0.328179,0.340560,0.005816,0.003018,0.014756,0.003942,0.002426,0.003132,0.063532,0.008788,0.009221,0.001805,0.003549,0.002463,0.017698,split_audio_bg
0.096241,0.028203,3.064118,0.162987,0.155979,0.821400,0.012266,0.128361,-26.197188,-0.718020,0.014645,-0.145864,0.397021,0.271224,0.080206,0.242747,-0.005924,0.104542,-0.002957,0.109703,-0.045873,0.002660,0.002197,0.007606,0.002025,0.001634,0.001877,0.077550,0.004046,0.004824,0.001132,0.002175,0.001173,0.022585,0.000584,-0.000115,0.003691,0.000931,0.000805,0.004950,0.000078,0.000639,-0.031295,0.003819,-0.020756,-0.007096,0.005073,0.003005,0.005532,-0.003709,-0.002375,-0.002003,0.003199,-0.002352,0.008652,0.000065,0.000005,0.000036,0.000001,-0.000019,-0.000003,-0.000380,-0.000007,-0.000006,0.000006,-0.000007,0.000004,-0.000106,0.031712,0.026792,0.211648,0.016228,0.019340,0.358017,0.008232,0.048638,0.606557,0.498478,0.603234,0.369499,0.378165,0.347661,0.285965,0.321050,0.267456,0.314687,0.302861,0.249314,0.252810,0.005801,0.003388,0.007836,0.002634,0.001841,0.002477,0.052055,0.008101,0.009801,0.001143,0.002375,0.001963,0.013652,0.039867,0.027646,0.296102,0.018920,0.025398,0.441439,0.008721,0.060873,0.745996,0.640921,0.702907,0.431775,0.456075,0.415432,0.390349,0.402845,0.294207,0.357068,0.355673,0.320241,0.338025,0.007962,0.004360,0.011396,0.003669,0.002274,0.003369,0.066388,0.010835,0.013763,0.001615,0.003365,0.002784,0.018345,split_audio_bg
0.119119,0.019988,3.039153,0.169089,0.149466,0.918360,0.009659,0.148681,-26.247891,-1.082026,-0.440821,-0.375861,0.273110,0.276354,0.201369,0.212379,-0.039264,0.035083,0.023958,-0.003491,0.026440,0.002061,0.002584,0.009142,0.002576,0.002539,0.007340,0.023634,0.004627,0.002712,0.003076,0.003621,0.002217,0.009613,0.000472,0.001482,0.015628,-0.000079,-0.000354,-0.001962,0.000395,0.000792,0.022294,-0.003697,0.000810,-0.005511,0.016659,-0.007871,0.022131,-0.005245,-0.002802,-0.004312,-0.011745,0.014065,0.007418,-0.000004,-0.000007,-0.000005,-0.000176,0.000005,-0.000003,0.000008,0.000007,-0.000008,-0.000006,0.000027,-0.000004,-0.000038,0.017452,0.025979,0.273560,0.018530,0.017351,0.423336,0.008564,0.044038,0.610903,0.593545,0.591432,0.407689,0.355433,0.300691,0.345699,0.307732,0.334930,0.265881,0.267109,0.273664,0.255078,0.003095,0.003063,0.017962,0.002700,0.003097,0.010728,0.024797,0.009994,0.003793,0.002795,0.003945,0.002618,0.008937,0.020013,0.022236,0.370755,0.025430,0.022611,0.495768,0.007100,0.050682,0.705581,0.568123,0.688293,0.467405,0.412163,0.340628,0.388242,0.328675,0.355624,0.283438,0.309611,0.288544,0.288516,0.004124,0.003911,0.021779,0.003469,0.004518,0.015564,0.024314,0.014133,0.005218,0.003089,0.005155,0.003594,0.011269,split_audio_bg
0.097978,0.034541,3.045262,0.163385,0.158067,0.790610,0.011756,0.129958,-25.894466,-0.770807,0.193961,-0.286172,0.496418,0.150180,0.154351,0.184253,0.096103,0.051745,0.007376,0.035868,-0.034217,0.002832,0.002022,0.006213,0.001609,0.001272,0.001549,0.065596,0.004528,0.005133,0.001519,0.002676,0.001774,0.019247,0.000389,-0.000222,-0.005437,0.000120,-0.000156,0.006471,0.000166,0.001458,0.009405,0.015816,0.014362,0.002524,0.014431,0.007891,0.010073,-0.002579,-0.009545,-0.006102,-0.001140,0.005389,-0.004431,0.000008,-0.000005,0.000359,0.000021,0.000018,0.000007,0.001302,0.000010,0.000006,0.000042,0.000046,0.000001,0.000357,0.027907,0.032084,0.225374,0.016266,0.019649,0.315284,0.007469,0.038653,0.617125,0.551607,0.597297,0.456324,0.370464,0.393858,0.301749,0.327321,0.262218,0.291793,0.280247,0.248907,0.245029,0.006215,0.003249,0.006856,0.002218,0.001385,0.002198,0.054109,0.009337,0.009965,0.001549,0.002547,0.002010,0.014328,0.037949,0.034749,0.333053,0.020829,0.027539,0.372468,0.008214,0.051268,0.811345,0.687358,0.636659,0.535637,0.427976,0.488563,0.370707,0.354109,0.325360,0.341883,0.321536,0.330167,0.304770,0.008557,0.004211,0.009101,0.002925,0.001576,0.002968,0.070199,0.012833,0.014130,0.002211,0.003485,0.002884,0.019408,split_audio_bg
0.114520,0.033632,3.063214,0.173374,0.158624,0.893174,0.008337,0.161333,-25.361573,-0.444161,0.020562,-0.232893,0.479568,0.067874,0.286618,0.083847,0.129050,0.012906,0.056079,0.015080,0.024880,0.002242,0.001795,0.007501,0.001586,0.001240,0.001346,0.078166,0.002706,0.002500,0.001930,0.003209,0.002030,0.021721,0.000841,0.000542,-0.000896,-0.000617,-0.000258,-0.000992,0.000160,0.000833,0.031918,-0.006851,-0.011493,0.002644,-0.009602,0.011314,0.007793,-0.003970,0.014696,-0.014689,0.010975,-0.009847,-0.002352,0.000206,0.000312,0.000023,0.000002,-0.000002,0.000001,-0.001818,0.000011,-0.000001,0.000017,0.000004,0.000018,-0.000495,0.047351,0.037507,0.189742,0.018165,0.017903,0.322325,0.006102,0.056755,0.594548,0.530721,0.576568,0.432434,0.322681,0.334629,0.290688,0.298317,0.234776,0.221445,0.226972,0.225756,0.225317,0.004012,0.003175,0.008269,0.001688,0.001351,0.001720,0.055382,0.004279,0.004227,0.002008,0.002841,0.002156,0.014710,0.051627,0.040809,0.241885,0.019266,0.024506,0.371258,0.007001,0.061690,0.731354,0.661482,0.594761,0.530640,0.330930,0.447357,0.343123,0.340116,0.326205,0.269896,0.303071,0.307636,0.319082,0.005377,0.003760,0.010724,0.002280,0.001692,0.002122,0.070801,0.005378,0.006265,0.002951,0.003875,0.003045,0.018970,split_audio_bg
0.123399,0.026484,3.067798,0.171660,0.147757,0.920644,0.008463,0.171903,-25.863418,-0.636459,0.169013,-0.260757,0.396090,0.158357,0.201814,0.176869,0.067276,0.015389,0.096099,-0.041185,0.027920,0.002646,0.001329,0.006598,0.001678,0.001579,0.002951,0.062960,0.001691,0.001166,0.001761,0.002780,0.001735,0.017839,0.000243,0.000027,0.010767,-0.000595,-0.001079,0.006168,0.000160,-0.000028,-0.001935,-0.020922,-0.005928,-0.007619,0.009757,0.001829,-0.005957,0.005825,-0.003553,0.008918,-0.011795,0.006990,-0.004366,0.000001,-0.000006,-0.000200,-0.000008,-0.000006,0.000251,0.000366,0.000016,0.000009,-0.000002,-0.000055,-0.000013,0.000102,0.044390,0.023546,0.200970,0.021943,0.019190,0.309965,0.004688,0.055281,0.610301,0.526919,0.495347,0.463649,0.379174,0.389403,0.338865,0.291387,0.240773,0.267490,0.243097,0.262824,0.277542,0.004731,0.002399,0.008430,0.001941,0.002024,0.005232,0.049868,0.002886,0.001125,0.002027,0.002766,0.001684,0.013235,0.047186,0.031161,0.259493,0.021005,0.024868,0.384248,0.006869,0.060255,0.712128,0.701515,0.592625,0.528253,0.390134,0.478848,0.397168,0.313868,0.344651,0.353222,0.276872,0.316170,0.383843,0.005955,0.003197,0.011732,0.002397,0.002794,0.007299,0.064534,0.004375,0.001625,0.002961,0.003918,0.002381,0.017596,split_audio_bg
0.125740,0.022289,3.080254,0.171416,0.146857,0.910304,0.010766,0.170375,-26.517893,-0.754288,0.098407,-0.290102,0.301637,0.193532,0.153714,0.203439,-0.006549,0.103310,0.075214,0.031452,-0.001340,0.002334,0.001476,0.005696,0.002282,0.001489,0.003208,0.053224,0.003256,0.001511,0.002112,0.002240,0.001354,0.016021,-0.001007,0.000008,-0.000799,0.000313,0.000917,-0.005807,0.000276,-0.000708,-0.007234,0.000515,-0.011201,-0.006070,-0.010036,-0.003809,-0.015691,-0.005791,0.015765,0.002507,0.000997,-0.004969,0.008191,0.000022,-0.000008,-0.000094,0.000127,-0.000016,-0.000012,-0.000080,-0.000000,-0.000019,-0.000001,-0.000007,0.000006,-0.000020,0.042153,0.025115,0.220167,0.023271,0.020259,0.344731,0.005040,0.052191,0.649928,0.479633,0.442351,0.459555,0.372191,0.425694,0.326206,0.298136,0.300090,0.313707,0.308839,0.302130,0.312938,0.004293,0.002912,0.008431,0.003622,0.001947,0.005586,0.043014,0.006038,0.002785,0.004801,0.003203,0.002278,0.010701,0.047126,0.033575,0.302251,0.020743,0.024888,0.453761,0.006813,0.055002,0.720015,0.618613,0.566558,0.578459,0.399406,0.472658,0.388578,0.346174,0.378677,0.363205,0.302691,0.332728,0.379556,0.005300,0.003896,0.011563,0.004298,0.002704,0.007974,0.059144,0.008269,0.003827,0.006864,0.004457,0.002946,0.015135,split_audio_bg
0.112061,0.028021,3.028748,0.164536,0.145005,0.827133,0.012015,0.148972,-26.223336,-0.830349,0.122503,-0.416336,0.359196,0.113638,0.130922,0.215352,0.016109,0.115062,0.050996,0.057087,-0.035067,0.002321,0.001388,0.004798,0.002242,0.002161,0.003678,0.047411,0.004125,0.002261,0.001860,0.002415,0.001716,0.014545,-0.000264,0.000165,-0.002482,0.000427,0.000339,-0.000669,0.000364,0.000194,-0.028711,0.008226,0.008177,-0.006452,0.007852,-0.015026,0.001022,0.003204,0.007857,-0.017145,0.000879,0.001605,0.019066,-0.000025,-0.000007,-0.000064,-0.000005,-0.000023,-0.000015,0.000841,-0.000192,-0.000059,0.000051,0.000014,-0.000021,0.000236,0.023610,0.036208,0.253711,0.022126,0.025131,0.358854,0.005996,0.037143,0.734634,0.508984,0.461184,0.565536,0.353600,0.466287,0.352855,0.291565,0.358537,0.323626,0.303980,0.301013,0.323692,0.003983,0.002374,0.007065,0.003875,0.002675,0.006807,0.041822,0.008121,0.005085,0.004247,0.003587,0.002799,0.010246,0.033491,0.049686,0.392064,0.024318,0.030212,0.471339,0.007634,0.047900,0.827028,0.639231,0.602558,0.698263,0.429634,0.472608,0.464266,0.339612,0.450528,0.373061,0.297488,0.340636,0.379500,0.005126,0.003126,0.009916,0.004842,0.003867,0.009800,0.050850,0.010422,0.007084,0.006003,0.005084,0.003548,0.012949,split_audio_bg
0.108059,0.023792,2.987694,0.167241,0.152330,0.776382,0.011544,0.145556,-26.469530,-0.602594,0.070812,-0.397788,0.460469,0.046575,0.210003,0.098093,0.084834,0.061222,0.061006,0.080275,-0.030092,0.001418,0.001288,0.007005,0.002062,0.001951,0.001843,0.060823,0.004047,0.002571,0.002506,0.003531,0.001878,0.017870,-0.001667,-0.000322,0.012454,0.000142,0.000864,-0.005984,0.000342,-0.001792,-0.006274,0.011896,-0.017850,0.002510,-0.002531,0.000385,0.009692,0.001437,0.010139,-0.008033,0.012896,-0.009656,0.005321,0.000002,0.000009,0.000013,0.000001,0.000001,-0.000093,0.001749,-0.000033,-0.000000,0.000003,0.000001,0.000008,0.000484,0.028463,0.032883,0.282293,0.019559,0.024808,0.365058,0.005860,0.038180,0.700572,0.494513,0.515003,0.546749,0.347439,0.453749,0.328878,0.279969,0.360889,0.284409,0.274827,0.246676,0.267002,0.001571,0.001924,0.009832,0.003437,0.002224,0.003052,0.049548,0.007756,0.005421,0.005281,0.005103,0.003381,0.012504,0.037031,0.044668,0.436856,0.022005,0.030557,0.452258,0.007294,0.039822,0.785717,0.598554,0.646606,0.686154,0.426569,0.456634,0.451264,0.356179,0.436183,0.329687,0.309263,0.280095,0.333355,0.002116,0.002451,0.013972,0.004479,0.002971,0.004069,0.060986,0.010069,0.007712,0.007302,0.007222,0.004362,0.015505,split_audio_bg
0.106565,0.015497,2.987540,0.167787,0.153499,0.792322,0.010955,0.144653,-26.688881,-0.475035,0.096251,-0.306897,0.477668,0.108081,0.242786,0.079327,0.059082,-0.021989,0.119476,0.066071,0.021162,0.001528,0.001312,0.008214,0.001717,0.002341,0.001783,0.068300,0.001951,0.002372,0.002157,0.003536,0.001483,0.019090,-0.001000,-0.000143,-0.002169,0.000403,0.000878,0.003702,0.000439,-0.000611,-0.018113,0.009468,-0.002963,-0.016079,0.012033,-0.001783,0.009215,0.003215,-0.008173,0.003333,0.000009,0.000870,-0.001450,0.000044,0.000003,0.000562,0.000052,-0.000079,0.000062,0.001279,0.000028,0.000035,0.000042,-0.000008,0.000012,0.000357,0.032376,0.020769,0.268784,0.018562,0.022469,0.352411,0.006515,0.045274,0.726800,0.531461,0.544559,0.534591,0.342085,0.361250,0.331543,0.282755,0.315443,0.255852,0.207615,0.195469,0.222754,0.001662,0.001998,0.010068,0.002068,0.002643,0.002972,0.053941,0.003342,0.004266,0.003519,0.004478,0.002211,0.014385,0.040947,0.028800,0.407387,0.023050,0.025270,0.462720,0.006757,0.055669,0.844513,0.577898,0.695407,0.610704,0.396267,0.396881,0.464960,0.357672,0.404489,0.316399,0.283714,0.273225,0.318216,0.002226,0.002604,0.013512,0.002787,0.003447,0.003994,0.060020,0.004250,0.005677,0.004862,0.006528,0.002929,0.016269,split_audio_bg
0.095081,0.028500,3.038524,0.164157,0.157084,0.712440,0.011176,0.129375,-25.677046,-0.507251,0.160773,-0.102089,0.409639,0.358756,0.048678,0.186182,-0.122644,0.066766,0.100648,0.036041,0.064592,0.001038,0.001078,0.009645,0.002283,0.003126,0.001794,0.077585,0.001244,0.001606,0.002077,0.003094,0.000898,0.021625,-0.000959,-0.000608,-0.002919,0.000391,0.000775,0.002129,0.000267,-0.001375,-0.020278,0.017240,-0.005083,0.010266,-0.012629,0.017653,-0.014134,0.008163,-0.006689,0.005588,0.000163,-0.001073,-0.001999,-0.000027,0.000010,0.000331,0.000004,0.000068,0.000026,0.003564,0.000002,-0.000015,-0.000003,0.000067,0.000002,0.000975,0.032828,0.026864,0.221459,0.019653,0.019666,0.370328,0.007197,0.049662,0.675398,0.589970,0.492610,0.410908,0.378569,0.334563,0.337427,0.297037,0.294955,0.254665,0.245565,0.235059,0.227255,0.001174,0.002131,0.011832,0.002576,0.003416,0.002164,0.062166,0.001571,0.001980,0.003514,0.003958,0.001571,0.016659,0.041588,0.031238,0.326452,0.025281,0.023607,0.454301,0.008217,0.062503,0.756566,0.652103,0.610359,0.462899,0.435555,0.384304,0.388294,0.369237,0.336573,0.302881,0.342848,0.318572,0.300678,0.001552,0.002811,0.014881,0.003756,0.004490,0.002957,0.071026,0.002113,0.002338,0.004794,0.005780,0.002144,0.019165,split_audio_bg
0.096116,0.033934,3.052884,0.167607,0.157989,0.686327,0.010917,0.132819,-25.628327,-0.621420,0.183604,-0.149518,0.400195,0.314135,0.035552,0.232237,-0.113453,0.086993,0.031540,0.068880,0.075047,0.001197,0.003880,0.007459,0.001998,0.002754,0.001851,0.073972,0.001406,0.001481,0.001672,0.001899,0.000921,0.021179,0.000667,-0.000067,0.020028,0.000297,-0.000342,0.008315,0.000229,0.001542,-0.003906,0.005634,-0.003256,0.007832,-0.001951,-0.002016,-0.003843,0.001412,0.004451,0.004923,-0.000446,0.004224,-0.004664,-0.000036,-0.000171,0.000015,-0.000001,0.000000,-0.000002,0.000750,0.000002,-0.000008,0.000013,-0.000006,-0.000008,0.000195,0.038398,0.032619,0.207214,0.025335,0.021317,0.408524,0.007374,0.063129,0.681715,0.692454,0.516914,0.443013,0.411851,0.338376,0.355369,0.301242,0.292176,0.275514,0.289855,0.248925,0.224054,0.001341,0.012162,0.008781,0.002438,0.003010,0.002365,0.060993,0.001885,0.001841,0.002861,0.001952,0.001125,0.016457,0.051993,0.035329,0.249144,0.031303,0.027105,0.506845,0.008614,0.078932,0.819431,0.706458,0.605103,0.549542,0.423113,0.393920,0.383195,0.344630,0.343894,0.329189,0.376815,0.320844,0.298773,0.001710,0.015633,0.010782,0.003531,0.004170,0.003322,0.069068,0.002353,0.002126,0.003888,0.002981,0.001481,0.018950,split_audio_bg
0.098006,0.039036,3.109040,0.173083,0.161089,0.662444,0.010408,0.133014,-25.217243,-0.449804,-0.097943,-0.026619,0.330382,0.391242,-0.043247,0.252585,-0.096048,0.132455,-0.012493,0.042213,0.041500,0.001300,0.004030,0.008066,0.001896,0.003000,0.001954,0.086371,0.001929,0.001309,0.001882,0.002429,0.001076,0.024470,-0.000542,0.000050,0.001141,-0.000207,0.000190,-0.014739,0.000035,-0.001319,0.011775,0.008311,-0.016042,0.003967,-0.002515,0.003335,0.003530,-0.005915,-0.005746,-0.000245,-0.005016,-0.003196,-0.002660,-0.000015,-0.000018,-0.000582,0.000031,-0.000017,-0.000009,0.000928,-0.000002,0.000090,-0.000014,-0.000031,0.000005,0.000226,0.053188,0.034643,0.134729,0.030725,0.021684,0.429511,0.007972,0.081708,0.688816,0.642983,0.538092,0.417573,0.435028,0.369486,0.323588,0.268871,0.284094,0.252971,0.289520,0.265869,0.227729,0.001390,0.011971,0.009967,0.002041,0.003520,0.002655,0.063805,0.002204,0.001538,0.002359,0.002222,0.001092,0.017275,0.059211,0.032240,0.185796,0.035638,0.027958,0.457423,0.009041,0.082922,0.791239,0.727409,0.609110,0.455344,0.429372,0.407039,0.348434,0.329718,0.317179,0.304117,0.358454,0.328587,0.292838,0.001850,0.015711,0.013558,0.002997,0.005060,0.003882,0.069030,0.002896,0.001865,0.003254,0.003500,0.001412,0.018956,split_audio_bg
0.118640,0.027936,3.033152,0.170343,0.151133,0.892415,0.009880,0.154792,-26.030921,-0.820172,-0.373213,-0.361691,0.385707,0.143306,0.336647,0.120275,0.044465,-0.021672,0.012185,0.025652,0.014419,0.002035,0.002842,0.005746,0.002279,0.002128,0.004766,0.037823,0.006346,0.002911,0.003426,0.003652,0.002371,0.012103,-0.000521,0.000063,-0.003131,-0.000295,0.000134,-0.005252,0.000071,-0.000500,0.009175,-0.003523,0.014815,0.003945,0.004268,0.010906,0.008966,0.001474,-0.000333,0.006142,0.004255,0.002963,0.000507,-0.000006,-0.000018,-0.000039,-0.000037,0.000023,0.000064,0.000838,-0.000003,-0.000015,-0.000047,-0.000033,-0.000035,0.000233,0.019997,0.038466,0.270880,0.019392,0.019539,0.407032,0.007796,0.043624,0.724486,0.621652,0.561284,0.476957,0.347576,0.313104,0.355747,0.284798,0.268570,0.269454,0.268513,0.236019,0.250115,0.002994,0.003718,0.005758,0.002486,0.001948,0.005666,0.036376,0.016065,0.003643,0.003010,0.003375,0.002810,0.009276,0.026423,0.028267,0.395661,0.027112,0.023394,0.482710,0.006059,0.057674,0.717820,0.616076,0.634291,0.575650,0.487663,0.392427,0.432712,0.284478,0.313420,0.308338,0.333069,0.280596,0.294410,0.003915,0.004506,0.006287,0.002966,0.002511,0.008117,0.036724,0.021640,0.005041,0.003462,0.004440,0.003925,0.011248,split_audio_bg
0.089523,0.020618,3.068038,0.173909,0.167622,0.646983,0.008541,0.115736,-25.437490,-0.056298,-0.382940,0.035681,0.269481,0.221198,0.179365,0.012607,0.046191,0.096506,0.065931,0.082337,0.013049,0.001881,0.001735,0.010639,0.001623,0.002423,0.002075,0.109581,0.001909,0.003620,0.002653,0.004204,0.001819,0.030203,-0.001806,-0.000401,-0.002165,-0.001345,-0.000476,0.005455,0.000229,-0.001556,0.003130,-0.015012,-0.012303,-0.021102,-0.008727,0.000252,0.013764,0.001408,-0.002568,0.003151,0.000552,-0.013032,-0.005304,0.000006,0.000003,0.000044,0.000008,0.000003,0.000002,0.000930,-0.000077,0.000008,-0.000023,-0.000048,-0.000003,0.000257,0.051989,0.019557,0.175677,0.024507,0.021569,0.325810,0.006938,0.072873,0.715120,0.464406,0.535006,0.437198,0.321688,0.272836,0.261354,0.261318,0.238782,0.211695,0.230936,0.191279,0.203672,0.001966,0.002055,0.011358,0.001621,0.003296,0.002750,0.058948,0.002113,0.006832,0.002879,0.004046,0.002077,0.015901,0.051059,0.019899,0.266387,0.030935,0.023301,0.401431,0.007759,0.077843,0.814238,0.591948,0.677296,0.523044,0.402551,0.338717,0.371890,0.349413,0.282230,0.276853,0.294318,0.241466,0.270457,0.002416,0.002809,0.016751,0.002174,0.004803,0.003352,0.058826,0.002905,0.007957,0.004198,0.006113,0.003090,0.015721,split_audio_bg
